Size, Proteins
2,185955,3146
2,7364,2972
2,2627,2623
2,5005,2489
2,352872,2261
2,32917,2236
2,49770,2149
2,7426,2117
2,381332,1160
2,319425,944
2,98182,925
2,76640,917
2,40840,798
2,70330,742
2,100339,519
2,462,461
2,21618,441
2,116511,199
2,16348,154
3,403003,402956,402965
3,397951,397832,397873
3,397912,397819,397895
3,397897,397811,397823
3,397645,397509,397617
3,396895,396868,396883
3,396940,396698,396824
3,396393,396134,396382
3,391742,391737,391739
3,391709,391638,391676
3,391765,391619,391628
3,391552,391310,391380
3,382285,382281,382282
3,381208,381166,381181
3,381213,381146,381149
3,380303,380300,380301
3,380272,380232,380264
3,380262,380231,380250
3,380281,380192,380280
3,380304,380190,380302
3,380256,380168,380182
3,379851,379806,379845
3,379342,379073,379136
3,378587,378578,378585
3,378463,378459,378462
3,378233,378092,378100
3,378094,378085,378093
3,378308,378064,378282
3,378168,378056,378163
3,378142,378010,378141
3,378192,377956,378190
3,376560,376552,376555
3,376368,376365,376367
3,376062,376059,376060
3,376327,375930,376166
3,376236,375918,376138
3,376181,375864,375934
3,376361,375672,376050
3,376009,375601,375992
3,375396,375387,375390
3,376238,375176,376167
3,375768,375147,375285
3,376155,375133,375528
3,375055,375048,375051
3,375863,374921,375152
3,375454,374787,374795
3,375156,374759,374768
3,375138,374745,375001
3,373613,373611,373612
3,373761,373482,373720
3,373760,373476,373504
3,373579,373377,373394
3,372967,372933,372947
3,372640,372632,372636
3,372627,372617,372620
3,367443,367368,367392
3,367292,367288,367290
3,361470,361125,361209
3,352928,352774,352826
3,351387,351310,351311
3,350392,350367,350375
3,350480,350364,350464
3,341200,341198,341199
3,336081,335972,336057
3,335995,335963,335983
3,335833,335682,335699
3,331106,331076,331078
3,330890,330888,330889
3,329551,329548,329550
3,328066,328063,328065
3,319558,319422,319434
3,309249,309244,309247
3,302471,302468,302469
3,302356,302354,302355
3,293964,293805,293828
3,287857,287822,287838
3,284199,284162,284173
3,274647,274474,274600
3,274292,274284,274285
3,274421,274268,274269
3,272152,272122,272135
3,270310,270053,270055
3,269276,269144,269145
3,269189,269118,269183
3,269243,269083,269242
3,269238,269079,269141
3,269184,269033,269052
3,267734,267593,267733
3,267542,267380,267441
3,267510,267326,267485
3,266987,266958,266981
3,267124,266954,266956
3,266405,266403,266404
3,265650,265631,265636
3,265285,265268,265269
3,259966,259681,259757
3,259788,259648,259712
3,259649,259545,259625
3,259288,259226,259230
3,256069,256055,256056
3,256053,256038,256052
3,248476,248472,248475
3,247560,247556,247557
3,245013,244859,244928
3,244977,244698,244888
3,244874,244672,244749
3,244862,244661,244822
3,244848,244607,244712
3,239139,239076,239077
3,236272,236196,236242
3,236215,236167,236168
3,236279,236110,236129
3,236385,236083,236348
3,231519,231515,231516
3,230591,230327,230497
3,228637,228625,228636
3,228787,228549,228756
3,228615,228497,228560
3,228344,228341,228342
3,228436,228152,228337
3,228437,228120,228205
3,227849,227765,227797
3,227747,227708,227709
3,221470,221379,221402
3,220735,220733,220734
3,220954,220632,220858
3,217431,217302,217303
3,216633,216471,216536
3,216595,216378,216487
3,216290,216155,216243
3,209777,209088,209415
3,209064,209020,209035
3,209067,209015,209045
3,208986,208979,208981
3,199266,199204,199238
3,193589,193587,193588
3,193298,193135,193221
3,193265,193018,193241
3,186978,186976,186977
3,186878,186865,186874
3,181622,181403,181558
3,181180,181170,181172
3,181127,180963,180992
3,181004,180826,181003
3,179218,178988,179001
3,178851,178782,178809
3,178853,178724,178725
3,178070,178011,178040
3,175671,175634,175635
3,174829,174504,174556
3,174739,174425,174497
3,171408,171375,171377
3,171389,171371,171384
3,166734,166679,166708
3,166322,166162,166267
3,165260,165238,165244
3,165159,165107,165125
3,165060,165058,165059
3,165082,165045,165064
3,164911,164909,164910
3,164946,164886,164893
3,163294,163275,163276
3,163313,163264,163297
3,163370,163198,163277
3,158145,158112,158115
3,154061,153899,154040
3,154053,153740,153775
3,151123,151011,151066
3,151086,150944,151001
3,151203,150930,151134
3,149629,149515,149559
3,148789,148782,148784
3,148772,148760,148769
3,148774,148746,148763
3,148635,148512,148592
3,148488,148481,148484
3,148714,148344,148702
3,148571,148312,148509
3,148700,148268,148664
3,148567,148249,148379
3,148328,148217,148243
3,148713,148212,148221
3,148706,148205,148393
3,147901,147846,147875
3,147912,147802,147884
3,259262,142917,259261
3,151190,137640,150969
3,380020,137052,138447
3,136758,136683,136726
3,136612,135335,135495
3,166735,133489,136410
3,267237,132835,266961
3,381049,132617,381045
3,352874,131782,140338
3,135257,130974,133273
3,329389,129453,329388
3,197830,128804,197829
3,376277,128329,374873
3,396894,127216,396707
3,367401,126520,367355
3,396735,125640,132022
3,203061,125071,131885
3,266959,124881,266947
3,181489,124781,181350
3,127424,124453,127014
3,134839,124367,130037
3,133667,123471,126078
3,203169,123081,203164
3,135172,119623,129025
3,203655,118780,203486
3,123657,118029,118182
3,125692,117910,122992
3,332756,117897,332448
3,136309,117715,135910
3,329769,117467,329759
3,336078,117464,335976
3,378886,117218,378867
3,129607,117017,128829
3,123634,116213,122703
3,116504,115711,115712
3,117709,115695,116580
3,150209,115294,149940
3,118218,115015,118217
3,132375,114765,129833
3,127779,114546,125518
3,193106,114420,192988
3,361749,113591,361563
3,125427,113218,125378
3,367420,112589,367295
3,119758,112538,116482
3,122024,112232,114115
3,130792,112207,124446
3,131270,111763,116475
3,171268,111709,171212
3,135291,111121,120485
3,248433,110056,248427
3,352920,109931,352801
3,122233,109774,120397
3,126305,109008,119900
3,228632,108964,228630
3,117411,108765,116819
3,126598,107422,112656
3,115017,107360,107994
3,127109,107358,115214
3,111036,106985,107761
3,284188,106701,284096
3,228433,106698,228198
3,201230,105963,201145
3,119191,105923,116052
3,391537,105352,391378
3,378493,102186,105947
3,132028,100173,127842
3,101733,100115,101039
3,128854,99790,105917
3,270142,99499,269792
3,101133,99311,101109
3,101216,99006,99672
3,329742,98980,329574
3,352868,97956,352772
3,381299,97670,381260
3,127979,96657,125428
3,101830,96452,96806
3,112559,95977,112340
3,127592,95307,121357
3,101672,95271,95444
3,142299,94822,98165
3,136533,94684,132084
3,98661,94187,98578
3,96640,93904,94107
3,102423,93819,95965
3,113631,93511,108135
3,171414,93227,171398
3,98606,93112,94902
3,269087,92957,95030
3,100593,92924,99195
3,101218,92890,99758
3,97387,92033,94547
3,99287,91923,95295
3,107910,91817,95043
3,99833,91798,98234
3,175619,91448,112150
3,96541,91206,94205
3,94431,90934,92458
3,100631,90812,96043
3,101472,90562,101244
3,100518,90526,93989
3,151265,90388,151262
3,396570,90343,396096
3,100061,90260,96278
3,126264,90129,122879
3,102159,88517,101171
3,100579,88474,100188
3,88461,86457,87780
3,287855,86422,287836
3,94273,86046,87335
3,218501,85283,218500
3,87638,84695,85766
3,199226,84130,199225
3,164905,83904,164883
3,116159,83727,91687
3,125096,83299,124926
3,269173,82985,269122
3,102412,82590,100716
3,85421,82554,82598
3,247514,81998,83300
3,83867,81547,81884
3,88429,81391,87413
3,95870,80025,90642
3,99084,79943,97761
3,329804,79252,329716
3,85663,78912,85045
3,102491,78500,98212
3,97115,78135,93101
3,126392,77506,115696
3,201323,77371,201190
3,379197,76017,378830
3,87357,75742,85435
3,77675,75734,76195
3,135977,75158,118398
3,77463,75033,76263
3,294042,74820,293941
3,77417,74750,77357
3,102432,74500,102331
3,78476,73970,76888
3,163304,73969,163212
3,97878,73894,97216
3,98127,72685,97914
3,130474,72603,121318
3,99703,72333,95638
3,86048,71818,85077
3,87974,71335,78522
3,78198,70754,73561
3,82483,70187,81357
3,78645,70083,77995
3,70721,70058,70497
3,122136,69957,99123
3,78653,69903,77123
3,86231,69591,82551
3,71562,69165,71217
3,375459,69045,375094
3,77774,68846,74426
3,123859,68606,121179
3,69203,67851,68812
3,76966,67799,75469
3,71031,67741,70992
3,87996,67701,87519
3,101851,67652,95494
3,69692,67583,69177
3,91188,67512,78810
3,119388,67384,67385
3,100904,67364,95196
3,86429,67054,67428
3,269888,66279,269738
3,73797,66167,69147
3,88422,66069,83530
3,84352,65312,76663
3,96252,65310,66054
3,397619,65125,397602
3,70261,64187,68873
3,74276,64170,73729
3,70697,64086,70271
3,397059,63896,138705
3,151787,63850,86030
3,88895,63762,85847
3,65902,63475,64986
3,252266,62741,64338
3,76015,62089,75117
3,65647,62058,64591
3,66431,62052,66157
3,70935,61411,66053
3,61984,60823,61692
3,82107,60575,73582
3,203489,60422,203459
3,65241,59272,60437
3,59037,59035,59036
3,121426,58743,82599
3,77488,58664,74264
3,64036,58626,60974
3,189085,58577,88742
3,66142,58486,58755
3,368526,58477,115179
3,58814,58345,58639
3,203253,58038,64089
3,76264,57813,61347
3,78711,57627,64259
3,84943,57542,82073
3,92128,57343,85264
3,84100,56264,81987
3,380980,55756,380970
3,77523,55229,62919
3,71608,55036,55979
3,373366,54965,373365
3,54025,53843,53966
3,99683,53772,75203
3,128818,53694,106974
3,96454,53444,53895
3,58846,52680,58649
3,84736,52304,80848
3,78464,52233,76350
3,63554,51209,63022
3,52074,50739,51669
3,109484,49721,107616
3,50271,48780,49680
3,50300,48473,50173
3,70502,47278,67882
3,67774,46580,53663
3,47533,46288,47493
3,47103,45936,46615
3,65958,45031,53084
3,48859,44888,48840
3,80278,44844,73700
3,46381,44835,46023
3,81961,44548,64058
3,77694,43993,75333
3,57785,43337,57068
3,78089,43233,45575
3,267049,43091,79063
3,71169,43030,50587
3,42424,42330,42359
3,99496,42245,95163
3,98843,41716,97936
3,63684,41184,41185
3,85749,40999,73608
3,286583,40808,286536
3,61610,40594,60840
3,153962,40361,153790
3,87131,40241,43238
3,61670,40109,42643
3,46308,39266,39268
3,133631,39253,39256
3,78534,38873,78530
3,65837,38549,38551
3,43087,38529,41869
3,38812,38456,38560
3,51757,38112,51387
3,202503,37920,84156
3,381750,37513,381748
3,76734,37078,62689
3,37151,36788,36922
3,37138,36787,37132
3,142518,35868,62397
3,176653,35708,133873
3,69353,35644,64820
3,88006,35479,46310
3,123904,34934,117754
3,99512,34842,36044
3,35853,34398,35712
3,135430,34276,39370
3,78417,33808,35165
3,57790,33751,45148
3,43486,31757,39424
3,64998,31325,64580
3,64939,31017,41462
3,31590,30999,31558
3,209042,30817,208994
3,48177,30800,40007
3,225453,30061,80453
3,36642,29818,30230
3,87187,29755,83682
3,69028,29752,39328
3,178824,29673,178728
3,69892,29535,44474
3,107533,29435,99023
3,100544,29434,96302
3,124234,29316,68516
3,83493,28959,80626
3,84593,28942,55701
3,32470,28801,32211
3,39236,27958,39066
3,69441,27951,69126
3,50280,27697,46918
3,118078,27185,108907
3,54953,27177,51079
3,68167,27052,67753
3,34668,26292,27053
3,62283,25179,33309
3,31140,25085,30877
3,53692,24667,53276
3,171581,24558,171580
3,37588,24389,26710
3,97858,23664,97350
3,66326,23053,66197
3,34739,22786,33119
3,28698,22454,25837
3,53290,22054,47615
3,58023,20694,39187
3,97381,20451,63852
3,86752,20361,81994
3,69610,20020,45394
3,65206,19946,65016
3,76566,19376,76282
3,50279,19244,30804
3,28329,18890,28071
3,166722,18568,166665
3,20974,18020,20953
3,144780,17753,81741
3,75916,17233,58239
3,100751,17007,84305
3,83540,16718,39778
3,69919,16516,68267
3,25876,15797,21442
3,30622,15474,27383
3,58292,15370,17844
3,53638,15332,46323
3,96713,15184,76717
3,59447,14392,49176
3,113915,14305,71607
3,134429,14256,121228
3,65034,13867,35745
3,171123,13343,171103
3,35981,13329,13330
3,13328,13326,13327
3,30572,13278,21373
3,101147,10982,34213
3,69514,10981,43959
3,74814,10451,20963
3,104862,10175,88706
3,143837,10149,58880
3,95460,10148,95179
3,72477,10139,51057
3,84844,10131,28122
3,158090,9385,158039
3,31831,9218,9976
3,30416,9036,11746
3,57479,8891,57478
3,99847,8377,95372
3,29704,7936,15268
3,86053,7464,8254
3,69491,6698,67724
3,332797,6226,110661
3,6457,6019,6317
3,130817,5831,123177
3,205002,5816,204901
3,61943,5397,60858
3,228796,5363,228622
3,47323,4719,4720
3,381273,4598,381272
3,110470,3495,94848
3,228785,1650,228779
3,104216,933,20566
3,319402,734,319401
4,402858,402855,402856,402857
4,396925,396826,396878,396916
4,381746,381743,381744,381745
4,381301,381233,381261,381294
4,381297,381228,381229,381290
4,380978,380950,380951,380958
4,380101,379865,379877,380041
4,378214,378024,378048,378150
4,378132,377952,378002,378128
4,376329,375830,375860,376281
4,373688,373665,373676,373687
4,373777,373585,373752,373762
4,373815,373483,373696,373779
4,373916,373379,373434,373898
4,373276,373181,373209,373219
4,371947,371739,371771,371776
4,367477,367289,367293,367334
4,361501,361252,361403,361411
4,361520,361175,361216,361513
4,336330,336032,336121,336124
4,336169,336025,336136,336167
4,336105,335987,335993,336028
4,332375,332269,332301,332317
4,329821,329577,329653,329749
4,319622,319377,319569,319575
4,316020,315907,315910,315987
4,316093,315862,315896,316052
4,302415,302361,302368,302402
4,301499,301496,301497,301498
4,274555,274356,274433,274455
4,272870,272867,272868,272869
4,270054,270042,270043,270044
4,270297,270027,270092,270296
4,270207,270005,270006,270206
4,269363,269360,269361,269362
4,269226,269121,269163,269170
4,267568,267440,267512,267539
4,267248,267185,267197,267200
4,267151,266965,267007,267084
4,259896,259647,259671,259838
4,244920,244761,244774,244911
4,244976,244725,244764,244963
4,244815,244642,244742,244775
4,244927,244626,244673,244868
4,236297,236291,236293,236295
4,236405,236174,236189,236362
4,228274,228177,228180,228266
4,228305,228157,228192,228254
4,221478,221365,221367,221368
4,221540,221359,221491,221526
4,218935,218836,218840,218927
4,218897,218764,218864,218870
4,216759,216431,216495,216718
4,203665,203542,203552,203649
4,193308,193041,193042,193166
4,193336,193019,193218,193258
4,189321,189293,189306,189308
4,186979,186928,186934,186944
4,186901,186837,186838,186897
4,181526,181460,181492,181501
4,181483,181381,181382,181398
4,179386,179050,179315,179326
4,179211,178945,178959,179172
4,178146,178067,178074,178138
4,178185,177994,178054,178171
4,175744,175589,175592,175690
4,171355,171150,171313,171314
4,166329,166139,166177,166196
4,165951,165873,165906,165943
4,163353,163262,163327,163352
4,153950,153831,153832,153857
4,151778,151741,151757,151762
4,151844,151724,151744,151763
4,151242,150990,151184,151241
4,148790,148785,148786,148788
4,148771,148752,148753,148770
4,148614,148310,148367,148568
4,169778,145278,168567,169770
4,267017,145274,266952,267013
4,381648,145257,381450,381564
4,381142,137476,381107,381134
4,235457,136721,235452,235456
4,396836,132320,136237,396728
4,136577,132093,134725,136477
4,374009,130458,373997,374008
4,136258,129857,134957,136225
4,134066,129472,131714,133835
4,396669,129468,396355,396428
4,249233,129380,249102,249218
4,331196,124486,331182,331184
4,133637,124349,125616,127814
4,136075,122974,133998,134086
4,350479,121630,350396,350448
4,135363,121493,122085,126976
4,135952,120260,127133,127390
4,202510,119144,202483,202486
4,294054,118858,293830,294009
4,119590,115663,116988,119094
4,133134,114914,121829,129544
4,267444,114329,129847,133860
4,396431,113812,129401,396131
4,134984,111506,120655,124067
4,134858,111432,122091,134727
4,118471,111175,115138,116318
4,131773,110794,125742,130921
4,119837,109871,118534,119034
4,122824,109728,111026,118069
4,269264,109231,114702,269241
4,123687,109131,112610,115745
4,204504,108736,204405,204438
4,126675,108560,119848,125284
4,123357,108552,109765,112332
4,274521,107084,274450,274478
4,126192,106015,115502,119916
4,284117,104528,284113,284114
4,132438,104369,112106,129706
4,381048,104349,125933,381047
4,274461,103829,274250,274431
4,116583,103472,106521,116236
4,119091,103196,106475,109956
4,162711,101709,135445,162652
4,134048,99921,111985,120376
4,101893,98537,99014,101392
4,380291,98147,105594,380282
4,98580,95854,97851,98139
4,119985,95438,99321,111284
4,100274,95410,96384,99529
4,134623,94541,113089,122005
4,101629,94529,97281,99598
4,126233,93594,110604,117778
4,101747,93260,93699,96042
4,96204,91889,93833,94982
4,368492,91413,130608,131342
4,99246,90619,97024,98542
4,99918,89075,96261,96505
4,98918,86181,87831,96417
4,99229,85230,88791,89266
4,164908,83903,164901,164907
4,118483,82633,110391,110514
4,99350,82312,86370,88225
4,101301,81643,95876,97790
4,218879,81558,116530,218858
4,86045,80884,81654,85912
4,99935,80079,92869,99351
4,87074,77661,85547,86458
4,101233,76806,96848,97844
4,87079,76381,83309,86199
4,151682,76344,151638,151680
4,126582,76222,110574,122201
4,361504,75409,361143,361417
4,113661,75250,78039,112649
4,98737,74994,75932,92730
4,109016,74986,95332,107498
4,130034,74915,110795,111257
4,77760,74272,74778,77157
4,237927,71239,77409,78144
4,87437,70980,86008,86202
4,78445,70866,76831,77113
4,332358,70711,332242,332350
4,74375,69989,71585,74274
4,316014,68537,68538,102060
4,77677,68375,72876,74758
4,70522,67919,68455,70315
4,193242,67899,193022,193029
4,70809,67659,70123,70574
4,78288,67529,68048,70839
4,127661,66688,96143,103944
4,71622,65847,66407,71490
4,66158,65277,65559,66113
4,126761,64564,110571,112857
4,376133,64370,375607,375608
4,78110,64031,69229,70543
4,158138,61509,65924,158038
4,97848,61391,76934,85929
4,259299,61023,259253,259275
4,367458,60966,367445,367449
4,381056,58888,110074,381051
4,381054,58618,58753,110073
4,66149,57712,61286,61460
4,60832,57388,58314,60804
4,134062,55835,118480,120673
4,97162,55230,65123,95101
4,66440,53787,61695,65858
4,53862,53405,53778,53818
4,175748,52781,175578,175698
4,101175,52730,55389,94318
4,100623,52368,77449,99654
4,85386,51968,74839,77755
4,52087,51842,51874,51970
4,149775,51680,94450,149592
4,68235,51319,56381,61608
4,67737,51035,61241,61653
4,199278,50476,198992,199026
4,76939,50288,57133,59996
4,102740,50089,61110,73702
4,88722,50034,64711,70135
4,54067,49841,50122,53664
4,50248,48881,50235,50243
4,107012,48581,89979,105442
4,171318,48337,171252,171258
4,64969,48104,54283,59936
4,48756,47976,48051,48237
4,67619,47583,61826,65160
4,56309,46153,54359,55585
4,75421,45618,60767,67921
4,181632,43683,181561,181631
4,62016,42386,48904,49658
4,75474,41186,63653,67666
4,75538,40725,64974,69253
4,102054,40583,61082,86985
4,206390,40304,88273,135408
4,45094,40218,42263,43051
4,77671,39811,64033,75761
4,76398,39496,67918,75991
4,218823,38861,218751,218773
4,84422,38482,74693,84296
4,51703,36944,44037,49808
4,73014,36598,48202,63756
4,37551,36011,36093,37394
4,70438,35325,43779,43780
4,132862,34235,89335,120840
4,76201,32985,73247,74731
4,67742,32289,48461,50646
4,284206,32130,62047,283966
4,91799,31621,52662,86520
4,51876,29587,37601,46707
4,33651,29297,32848,33645
4,33658,28580,32466,33288
4,69775,28232,63986,68097
4,26451,26447,26448,26450
4,201270,26123,201099,201120
4,100902,25242,95053,97421
4,101748,25155,85475,100419
4,392438,25055,48533,54738
4,47429,24450,45863,46230
4,48379,24395,39416,43738
4,45159,21794,42937,45140
4,80101,20933,22404,24923
4,35126,20855,33220,35123
4,145973,19968,61215,104342
4,58256,19896,32436,34785
4,85492,19666,79342,81778
4,22315,18799,22162,22296
4,28256,18686,19735,20569
4,69211,17986,20072,26318
4,42400,17900,36404,42389
4,102046,17261,90202,94125
4,37583,17128,34750,36983
4,58168,16023,55454,57929
4,203699,15537,69583,119941
4,32853,15326,32347,32461
4,64100,14809,38689,64099
4,149604,12454,33349,111719
4,86564,12279,82769,85123
4,118310,10597,74711,74712
4,98082,10295,91904,97573
4,54144,9336,9585,19967
4,148611,8965,148505,148537
4,88811,8755,17931,65330
4,54052,8594,53367,54051
4,35881,7506,24915,27864
4,42430,7196,16508,26249
4,30968,5465,13435,21167
4,319589,4847,319471,319526
4,163365,4193,163247,163343
4,61627,3732,59422,60910
4,30827,3678,29336,29381
4,30607,2571,19072,21174
4,32334,1943,30092,31833
4,246144,1771,14868,112844
4,76950,54,62,66276
5,405461,405315,405338,405370,405395
5,398087,398013,398026,398032,398084
5,397867,397863,397864,397865,397866
5,379118,378693,378776,378855,379026
5,378625,378439,378577,378617,378623
5,378616,378345,378387,378388,378508
5,378097,378086,378087,378089,378096
5,378216,377934,378009,378063,378181
5,378276,377933,378014,378020,378045
5,375813,375802,375805,375807,375810
5,376185,375635,375654,375770,375793
5,375515,375037,375154,375341,375371
5,375716,374951,375124,375553,375597
5,375615,374834,375077,375166,375519
5,375273,374776,374983,375076,375262
5,373635,373630,373631,373632,373634
5,373906,373472,373514,373784,373845
5,372109,371773,371820,371851,372035
5,369280,368944,369049,369242,369259
5,361474,361136,361145,361163,361247
5,329732,329727,329729,329730,329731
5,326862,326750,326757,326763,326766
5,319631,319435,319570,319599,319625
5,319483,319414,319432,319462,319463
5,319596,319399,319475,319522,319581
5,316084,315898,316012,316016,316021
5,269977,269733,269867,269894,269927
5,269227,269014,269050,269071,269073
5,267250,267005,267122,267216,267232
5,267152,266859,266865,266885,266904
5,256070,256001,256037,256060,256064
5,254448,254398,254399,254445,254447
5,244947,244745,244776,244818,244922
5,214869,214860,214862,214864,214867
5,193268,192977,192991,193145,193237
5,193206,192971,193064,193172,193189
5,189718,189368,189634,189683,189703
5,186879,186872,186873,186875,186876
5,179314,178935,179177,179186,179231
5,178867,178761,178790,178817,178825
5,178179,178000,178055,178158,178175
5,174787,174399,174408,174502,174562
5,171321,171177,171196,171217,171292
5,165294,165097,165140,165190,165257
5,164960,164890,164913,164930,164941
5,163380,163206,163236,163278,163312
5,163355,163202,163204,163243,163345
5,154041,153854,153916,153976,153999
5,151853,151737,151748,151750,151781
5,151251,151027,151114,151146,151250
5,151276,150974,151098,151258,151275
5,148658,148228,148386,148387,148444
5,148698,148182,148238,148339,148575
5,361315,137303,361286,361310,361312
5,267218,137169,266862,266966,267025
5,198927,122253,130858,198874,198889
5,131456,117115,117358,128696,130318
5,133831,114655,123856,124073,130901
5,381008,114624,124489,380932,380967
5,135943,111868,116808,131268,134093
5,134969,110629,129366,133088,133902
5,130445,109909,112001,117617,123128
5,380285,109450,380229,380252,380284
5,120993,108667,112216,117707,118234
5,270333,108251,269644,269864,269882
5,125238,107929,113130,113896,115509
5,130361,107675,110023,111670,114216
5,266989,103974,266922,266932,266974
5,118379,103930,114084,115763,116472
5,125946,102401,113083,120775,122928
5,267235,101317,266895,267221,267230
5,128648,99944,115217,120574,123580
5,120401,99796,111675,113789,115254
5,123303,99454,112760,113437,116297
5,124545,98813,101057,112866,113734
5,380321,96787,97819,380181,380314
5,227946,96268,227697,227751,227755
5,370202,95681,369997,370048,370119
5,259826,94996,111354,259526,259707
5,99051,93995,94625,95029,98184
5,96506,88902,94581,95883,96365
5,163346,86822,163271,163295,163310
5,154009,86614,131326,153756,153968
5,100113,86232,94742,95809,95981
5,151772,86031,124526,151727,151747
5,101987,84811,89860,93375,101896
5,102424,84645,91386,96999,100608
5,95134,84637,89964,90925,94162
5,203543,84381,106188,203403,203455
5,120520,83888,106039,113787,114008
5,380129,81378,379887,379957,380006
5,175605,78021,129267,175550,175552
5,86091,73960,73968,82766,84287
5,87905,72774,79092,83346,87532
5,101402,71660,89022,95662,95921
5,78446,71323,71548,77541,78124
5,71018,69162,69533,69613,70420
5,373811,63096,373450,373522,373759
5,87246,62881,75891,85545,86262
5,124889,62296,122394,122770,123398
5,71458,61929,65400,65677,70366
5,69995,61909,64788,68834,69991
5,101455,61090,82344,99396,100952
5,66192,60234,62068,64594,66003
5,61832,59465,60835,61108,61584
5,70630,59117,64670,69281,69535
5,58986,57945,58709,58808,58945
5,134331,55981,118292,121233,122140
5,94489,55643,63008,80659,91190
5,252317,54204,62742,252251,252274
5,65704,52830,55852,58302,65524
5,381057,51084,89830,130277,380989
5,126277,50361,108442,113018,121974
5,71300,50232,66998,69428,70487
5,47504,47270,47420,47464,47492
5,86479,46378,78175,83475,85292
5,69940,43958,58421,61290,65710
5,122946,43041,96399,112440,116241
5,373335,42340,77614,373182,373236
5,69438,42317,48490,63656,67157
5,203454,42237,48356,48357,203452
5,70902,40899,63885,68573,70056
5,224571,38179,137815,140975,223988
5,130678,36956,81030,91656,119516
5,62129,36494,49422,52616,54018
5,78725,34786,54828,70556,76465
5,78402,34274,57611,76473,78395
5,265533,33129,42228,121696,265283
5,126542,32258,107353,113620,114813
5,58679,31509,50118,57047,58435
5,36349,31095,35091,35443,36104
5,61954,29493,31292,58194,61255
5,96698,29181,29419,93141,95570
5,88565,28923,82283,83651,87155
5,102078,27833,79309,96824,99808
5,120229,23874,106234,108384,110902
5,85087,23602,35935,38881,39568
5,33650,18672,19707,28286,33266
5,67961,14780,18690,52943,65669
5,66309,13093,25973,35304,60977
5,30350,12980,22676,24824,25730
5,397882,11721,397808,397809,397815
5,75423,11303,56725,56976,65982
5,67297,10814,40086,64706,67146
5,94683,10159,10160,42437,82106
5,84290,10084,70701,75664,81217
5,73721,8749,17231,39800,51942
5,81942,8731,17236,48493,49585
5,101391,7502,93144,94025,100676
5,88941,6194,48796,87881,88583
5,151182,5923,151015,151026,151144
5,125841,5006,47114,112968,117493
5,69726,3867,40911,51862,65014
5,198682,2945,86294,122755,198676
5,134088,2615,105888,115951,119454
5,33412,2228,15973,18739,32378
5,70888,2193,70462,70790,70869
5,99200,2004,89345,92561,93057
5,78499,914,28115,45577,76763
5,136328,88,88074,88075,93020
6,378219,378027,378031,378073,378146,378183
6,378247,378006,378026,378118,378195,378202
6,376371,375773,375856,375898,376264,376370
6,376048,375764,375772,375836,375947,376046
6,376467,375698,375874,376033,376203,376337
6,376049,374889,374896,374931,375347,376029
6,373674,373616,373657,373662,373664,373666
6,373299,373029,373043,373131,373216,373275
6,369167,368740,368910,368959,369063,369088
6,367482,367305,367317,367346,367452,367475
6,359751,359667,359671,359690,359729,359731
6,350453,350370,350421,350445,350446,350447
6,315988,315904,315935,315937,315984,315986
6,309460,309432,309450,309452,309454,309459
6,302445,302436,302437,302441,302442,302444
6,287870,287810,287828,287845,287860,287865
6,270003,269708,269736,269859,269883,269884
6,269430,269425,269426,269427,269428,269429
6,259968,259595,259761,259802,259861,259947
6,260044,259568,259627,259832,259950,260043
6,228318,228067,228211,228229,228244,228293
6,228358,228066,228184,228189,228295,228323
6,174841,174439,174521,174540,174759,174799
6,163371,163209,163215,163241,163270,163299
6,158144,158087,158102,158104,158108,158113
6,351409,139043,351148,351152,351227,351375
6,175590,135573,175533,175551,175564,175575
6,396624,127860,396057,396103,396141,396296
6,171300,117138,171104,171119,171257,171259
6,130317,113994,119618,120861,123594,124899
6,397022,112734,113706,137117,140198,140325
6,216674,112712,216372,216417,216434,216464
6,127593,105763,106726,111745,120166,120978
6,143915,104861,108319,109908,113356,114865
6,131145,104435,111622,118738,122568,123777
6,267253,104336,117571,117894,266887,267175
6,129794,102259,104467,113535,121600,128672
6,132288,94326,109382,110820,115681,122583
6,272180,88983,272078,272099,272166,272169
6,218503,85943,218485,218491,218495,218496
6,133513,84401,102928,107049,109780,119473
6,174830,83982,174346,174363,174635,174701
6,101525,82029,93065,94472,97424,98048
6,101536,81745,90464,91651,94372,95152
6,88570,81607,85488,85782,86101,87718
6,126124,79062,90231,106156,117354,124945
6,86072,76825,77461,84872,85880,85891
6,118616,74999,82959,105445,107406,112002
6,102334,74935,75077,88176,95203,102127
6,227758,66599,81751,227712,227714,227715
6,134455,66246,107367,117688,119969,133343
6,100065,65871,66798,81990,98561,98714
6,218941,63086,63087,218794,218816,218853
6,76610,62849,69672,71410,76348,76552
6,77576,61782,73946,75444,75765,77249
6,100494,60897,91012,97044,97971,98207
6,368527,59349,60655,99825,368476,368518
6,225627,58698,83030,225467,225533,225621
6,228037,56468,227835,227859,227919,227933
6,136127,53820,120476,124646,124647,130443
6,58739,52664,54916,55746,57119,57892
6,97308,49112,81461,91035,94804,96623
6,53368,48538,48849,50180,50194,50257
6,50319,48231,49579,49852,50282,50317
6,66099,47190,64176,64527,64958,65342
6,69921,46324,52839,69434,69734,69819
6,47556,46111,46220,46375,47471,47532
6,87929,44769,80595,80791,83257,84818
6,205042,44428,104332,109810,204963,204969
