Size, Proteins
19,143122,50559,73817,83122,84262,89527,90497,91457,92632,92844,93775,94083,94430,94602,94768,94965,95824,96804,97153
19,267767,16550,267628,267629,267667,267668,267673,267674,267679,267680,267684,267690,267692,267741,267746,267748,267749,267751,267766
19,66112,13044,39044,45525,52090,55565,57167,57645,60093,60766,61383,61658,63341,63562,63938,64431,65102,65226,66066
19,136617,12136,87751,98236,105140,106903,109404,114588,119267,127129,127787,127980,128108,128347,128831,129082,129811,132567,133855
19,88823,11099,30881,59123,62997,63089,70544,74605,75322,75547,75634,76335,78069,80149,82296,83879,84144,84175,86411
20,151268,114537,150951,150955,150972,150986,150993,151005,151064,151093,151094,151099,151115,151142,151147,151187,151234,151239,151247,151255
20,201353,114152,201093,201096,201100,201111,201132,201137,201186,201207,201277,201298,201317,201326,201327,201335,201336,201337,201342,201350
20,134847,107653,110493,110709,114933,116925,118301,119332,120244,122647,123585,124346,124399,126890,127974,128379,128380,129124,129204,132389
20,209075,88563,208990,208993,208995,208997,209000,209008,209012,209013,209034,209037,209038,209050,209051,209054,209058,209060,209069,209074
20,97511,52115,54980,57422,61447,63964,64770,64789,80543,82379,85338,87399,89841,90296,90724,92103,92505,93093,93361,95660
20,62007,32589,33059,57250,57490,57582,58498,59647,60167,60209,60481,60736,61084,61257,61337,61486,61518,61548,61558,61897
20,351373,31331,58261,107848,129405,351113,351149,351153,351179,351192,351196,351197,351225,351234,351277,351282,351289,351324,351326,351356
20,265785,29367,31296,31297,78523,102386,129777,131340,134537,265265,265381,265386,265430,265448,265456,265457,265515,265552,265711,265746
20,361522,22821,34246,40947,120198,361169,361187,361213,361215,361231,361238,361258,361406,361418,361425,361427,361437,361471,361487,361509
20,380136,16337,32136,137311,139042,379789,379803,379849,379870,379886,379929,379979,379990,380031,380038,380059,380071,380100,380105,380123
20,383285,14379,25800,32707,89463,93971,100215,382703,382714,382787,382880,382916,383089,383156,383157,383169,383172,383186,383194,383222
21,378287,130372,377932,377939,377941,377958,377969,377977,377978,377991,377994,378039,378050,378083,378127,378145,378173,378174,378252,378260,378265
21,227925,74205,82894,128321,227687,227688,227693,227694,227695,227734,227761,227774,227817,227826,227831,227832,227845,227846,227890,227891,227892
21,205049,24307,204702,204703,204743,204824,204836,204837,204860,204861,204885,204929,204934,204940,204942,204943,205001,205005,205026,205031,205033
21,139470,8766,10181,17939,20940,43476,43477,50773,59273,61190,61919,62138,68200,82042,92246,97895,114980,118700,125295,131776,136235
21,61804,8737,15798,20665,23583,30491,47055,56710,57203,57420,59154,59524,59693,59761,59824,60035,60609,61440,61514,61696,61767
21,87854,5451,62377,76028,76382,81042,81066,82740,82871,83386,83610,85046,85655,85811,86087,86263,86396,86471,86499,86744,87296
21,361460,4178,88394,89642,91081,116702,130985,361167,361176,361183,361188,361220,361234,361235,361245,361375,361409,361413,361414,361434,361446
22,228471,228070,228073,228100,228107,228114,228140,228149,228166,228167,228206,228233,228248,228284,228302,228328,228332,228350,228372,228394,228460,228465
22,147919,144054,147817,147818,147822,147823,147825,147830,147834,147839,147841,147852,147861,147869,147878,147880,147906,147908,147909,147916,147917,147918
22,302416,89375,127836,302318,302357,302358,302370,302371,302374,302379,302381,302387,302389,302390,302395,302396,302397,302405,302406,302409,302412,302413
22,88878,75948,76785,77036,77546,78627,80145,83073,83875,84022,84123,85066,86037,86136,86280,86920,86956,87020,87157,87568,88320,88424
22,350470,71229,93172,350350,350355,350362,350365,350381,350403,350409,350413,350422,350427,350436,350440,350442,350443,350450,350463,350466,350468,350469
22,327481,56260,57622,93233,143001,144243,327376,327400,327402,327415,327417,327418,327419,327437,327440,327446,327451,327454,327457,327472,327473,327479
22,78452,50958,57580,68486,69939,69974,70479,70887,71210,71423,73162,73901,75546,75600,75897,75995,76431,77042,77098,77696,77902,78033
22,134049,40300,63902,71931,87057,94174,94900,98218,99135,99475,101417,102667,104598,105679,105815,106655,108048,109650,118317,124077,129771,129971
22,175740,34638,34639,35128,38734,40565,40566,46846,51528,64589,72864,95506,100619,175563,175579,175603,175629,175665,175668,175675,175681,175730
22,268913,27116,38351,86517,94226,127185,136640,136764,140021,140147,141050,141051,268150,268175,268295,268306,268375,268525,268551,268579,268762,268769
22,133447,24306,60593,60594,68321,83413,92085,107529,111419,112648,114097,115329,119041,119400,119539,120321,121740,123411,125228,127047,127977,133187
22,269257,23287,33124,96986,269011,269046,269057,269059,269089,269115,269120,269139,269140,269169,269180,269188,269201,269204,269251,269253,269254,269255
22,268997,15676,27415,108379,141242,143812,143906,144067,144126,144667,145187,268197,268308,268437,268483,268484,268485,268568,268651,268736,268799,268832
22,179361,14612,140558,178902,178904,178916,178919,178954,178995,179003,179061,179074,179119,179138,179161,179234,179249,179259,179267,179270,179319,179356
22,132957,3040,25135,46524,62804,78748,90044,92297,107814,109546,109658,110153,110273,110274,110524,110740,113242,115984,118908,118968,119549,124357
23,274651,274248,274283,274322,274339,274352,274369,274375,274430,274436,274464,274469,274477,274495,274506,274511,274512,274570,274572,274586,274603,274612,274638
23,228820,228499,228500,228501,228534,228536,228548,228550,228562,228602,228648,228650,228676,228677,228680,228689,228692,228693,228700,228716,228739,228774,228782
23,148744,148216,148233,148253,148275,148345,148368,148394,148412,148441,148446,148497,148530,148535,148545,148572,148574,148655,148674,148681,148701,148715,148738
23,201333,79112,85888,85889,86666,201091,201110,201124,201151,201161,201163,201189,201226,201248,201276,201284,201285,201286,201288,201295,201307,201310,201332
23,88846,37994,53899,69744,74967,77207,82818,83488,84038,84657,85190,86182,86575,87008,87140,87164,87614,87696,87704,87746,87894,87918,88336
23,135950,36361,61725,61726,90554,90664,92196,99036,99554,101562,106654,117191,119403,120743,123188,123359,124757,130839,132210,132292,133200,134101,134410
23,135279,19302,49349,74471,79935,84525,86141,102979,103986,107689,108061,110845,112911,113077,113461,114312,122600,123197,130764,131220,134083,134359,135005
23,209071,6849,15859,37398,70628,104693,114889,127863,208949,208985,208991,209001,209003,209016,209017,209023,209024,209025,209029,209033,209046,209061,209070
24,350475,350357,350366,350372,350374,350376,350378,350385,350391,350394,350397,350400,350410,350414,350418,350419,350428,350435,350437,350449,350460,350467,350472,350473
24,267233,266872,266876,266899,266902,266912,266950,266951,266963,266970,266978,266983,267028,267042,267059,267077,267141,267168,267172,267176,267186,267194,267198,267204
24,252332,82826,93180,98242,107701,252252,252253,252258,252259,252261,252262,252263,252267,252268,252270,252273,252292,252293,252301,252303,252304,252306,252320,252325
24,252331,22366,22367,117376,120609,252254,252255,252264,252265,252269,252271,252272,252275,252276,252279,252287,252298,252300,252302,252316,252318,252321,252327,252328
24,71564,1210,11676,25423,30561,33720,42251,43658,44060,55189,55440,59155,65235,67479,68103,68256,68731,69872,70154,70488,71054,71331,71462,71543
25,245072,244644,244646,244689,244710,244744,244793,244799,244813,244827,244865,244871,244872,244887,244890,244893,244904,244948,244949,244984,245006,245012,245035,245057,245070
25,191872,125601,191658,191670,191690,191704,191713,191716,191733,191734,191739,191778,191779,191786,191794,191795,191798,191801,191807,191809,191814,191835,191843,191856,191864
25,181137,92222,93497,108740,180833,180834,180849,180851,180862,180869,180870,180883,180889,180895,180898,180995,181000,181056,181059,181064,181088,181092,181103,181104,181129
25,131701,78799,78800,83553,86813,90042,92618,94873,101985,108150,110110,110233,110234,112757,112878,115854,116293,117833,118077,118226,122935,123641,125103,126041,127232
25,88840,75769,78034,79668,81196,81677,82069,83983,84096,84188,84309,84969,85695,86559,87134,87170,87343,87722,87749,87816,87863,87883,88088,88603,88630
25,131655,69943,79599,90316,92770,93344,97360,98028,100272,100718,104391,106908,107034,107035,110027,110390,110945,113007,114391,115880,116675,119118,119546,120395,124714
25,267120,68033,86191,266907,266916,266919,266921,266929,266933,266942,266944,266945,266948,266984,266990,266995,267009,267016,267060,267101,267102,267105,267114,267116,267117
25,373880,60483,69337,111470,143855,373419,373433,373453,373454,373455,373461,373463,373467,373480,373561,373566,373587,373590,373733,373753,373754,373764,373773,373791,373813
25,78568,58833,65409,66235,70766,70832,71205,73208,73630,74760,75088,75652,75716,76257,76556,77165,77235,77260,77304,77674,77780,77815,77904,78184,78368
25,38353,18290,19789,21793,21910,22754,23853,24242,24735,26938,30446,32084,35402,35509,36016,36849,37897,37913,37950,37955,38142,38222,38225,38244,38337
25,62160,13627,13630,14827,14831,16513,17259,27160,29715,30463,57076,58108,59010,60412,61071,61100,61719,61743,61779,61816,61866,61950,61958,61980,62135
25,77817,8187,50943,53130,59001,60508,63334,63745,64398,64833,64940,65081,65838,68885,69761,69809,69944,73215,74137,75258,75571,75992,76385,77107,77208
25,228810,5380,7267,13798,31056,228483,228489,228490,228502,228532,228535,228584,228586,228587,228596,228645,228679,228705,228706,228708,228710,228733,228745,228780,228786
25,71497,2202,5332,8622,8623,49806,49807,51184,60132,61511,61955,62125,63879,64342,64786,64879,65374,65426,68962,69034,70121,70251,70444,70818,70833
26,267164,90439,134614,136950,266911,266913,266914,266915,266917,266920,266930,266934,266935,266940,266946,266980,266992,266994,267011,267014,267057,267061,267103,267104,267107,267118
26,88496,74028,78193,78784,79417,82466,82480,83654,83662,84015,84694,84881,86055,86243,86252,86253,86343,86384,86686,86862,86879,87059,87180,87211,87436,87771
27,375510,374961,374964,374972,374987,375018,375024,375025,375038,375047,375081,375151,375169,375305,375310,375317,375323,375324,375326,375336,375337,375344,375365,375377,375393,375394,375398
27,274642,274266,274275,274327,274332,274335,274336,274338,274361,274371,274381,274402,274408,274452,274468,274475,274496,274518,274520,274523,274550,274552,274556,274559,274579,274601,274639
27,396660,77687,77688,121016,124623,125391,134261,396058,396078,396167,396192,396193,396194,396196,396197,396221,396394,396434,396437,396486,396498,396508,396530,396569,396576,396589,396618
27,199276,5321,32525,84129,112948,113271,142370,142611,198985,198990,199000,199006,199019,199028,199036,199039,199047,199048,199049,199050,199051,199052,199053,199072,199073,199109,199147
27,332966,1506,332437,332501,332536,332545,332549,332565,332577,332619,332690,332696,332746,332781,332789,332790,332801,332863,332867,332873,332875,332891,332892,332896,332916,332952,332956
28,88927,7406,8656,31677,54201,54202,81974,82116,84003,86230,86313,86355,86504,86566,86855,87176,87259,87267,87273,87412,87559,87764,87852,88038,88467,88686,88807,88821
28,148735,3123,21824,84968,148181,148186,148210,148225,148240,148255,148297,148298,148308,148329,148358,148361,148440,148475,148506,148558,148559,148595,148602,148605,148607,148644,148656,148682
29,376468,375621,375666,375670,375685,375697,375726,375732,375779,375781,375913,375999,376019,376055,376074,376083,376123,376176,376194,376197,376200,376312,376315,376324,376346,376352,376396,376417,376428
29,154049,68661,74281,97460,103502,109460,153743,153788,153797,153799,153820,153822,153834,153836,153845,153871,153894,153905,153906,153907,153912,153915,153975,153989,154010,154011,154016,154018,154032
29,88921,18090,35666,35670,65006,65951,69650,70273,78721,81443,82728,83584,84043,84044,85146,85259,85550,85752,86057,86167,86187,86291,87149,87334,87369,87670,87717,88577,88578
30,71570,51042,53358,60958,62146,62268,64548,64643,65337,65362,65459,65474,65518,66019,66274,67671,68299,69597,69620,69786,70207,70463,70663,71065,71101,71110,71230,71310,71332,71568
30,403640,49245,63749,111241,120217,403498,403502,403503,403512,403513,403514,403515,403520,403523,403556,403573,403577,403579,403583,403590,403594,403595,403601,403602,403613,403621,403622,403631,403632,403636
30,342374,39259,86814,92619,115276,130699,342226,342230,342232,342233,342256,342257,342264,342271,342273,342279,342295,342301,342302,342307,342310,342311,342312,342314,342326,342328,342329,342335,342358,342373
30,102155,21639,65550,67539,92553,93215,95325,96217,96490,96778,97326,97745,97930,97951,98156,98596,98802,98809,98883,99269,99815,99886,100209,100866,100908,101251,101479,101858,101894,102111
30,329233,2643,4251,53112,328834,328839,328840,328848,328853,328854,328870,328875,328898,328902,328912,328914,328919,328957,329073,329103,329108,329123,329134,329155,329158,329162,329166,329179,329180,329193
30,109793,1954,4007,6017,8836,14557,16379,16479,23786,23787,36386,41029,46854,50554,66831,68999,83812,89965,92106,92212,93378,93643,93812,94679,94716,95270,97242,98841,100092,101037
31,167246,88325,88326,97572,112711,118645,141067,167157,167158,167161,167162,167163,167164,167169,167171,167172,167173,167177,167180,167181,167185,167190,167191,167192,167193,167194,167198,167203,167210,167216,167222
31,100073,6799,32810,39839,50558,61604,64755,72280,75207,81694,81744,83595,85328,92093,92326,92672,92752,93235,93503,93521,93576,93885,95087,96164,96322,96326,97577,97724,97984,98749,99290
31,31011,4990,5984,6795,7304,7306,7997,13280,15221,15328,15971,16767,17462,17536,18583,20372,22566,23913,24229,27310,28762,29380,29724,30037,30355,30549,30628,30674,30776,30947,30990
32,228467,228061,228065,228072,228077,228081,228083,228088,228089,228091,228102,228109,228126,228135,228136,228138,228144,228146,228174,228181,228191,228193,228213,228214,228265,228309,228320,228343,228359,228424,228443,228459
32,199290,199121,199127,199129,199137,199140,199143,199157,199160,199164,199186,199190,199205,199206,199208,199215,199219,199239,199250,199251,199253,199255,199258,199259,199261,199264,199270,199272,199273,199274,199282,199287
32,396969,124971,126298,133443,134468,396684,396691,396692,396713,396721,396727,396734,396795,396797,396799,396804,396805,396813,396814,396817,396818,396875,396879,396890,396909,396913,396914,396919,396935,396937,396959,396960
32,384002,40387,44132,79514,91558,93228,104156,110996,383541,383545,383550,383554,383572,383615,383630,383633,383707,383712,383732,383740,383748,383766,383767,383770,383799,383828,383851,383871,383872,383951,383972,383991
32,45249,13926,15975,23831,27855,28769,29361,33205,39109,40468,40711,40838,40843,40845,41466,41516,41579,42099,42179,44089,44172,44635,44759,44874,44896,45121,45135,45145,45149,45153,45160,45200
32,171424,8073,18845,26295,171367,171368,171369,171370,171376,171379,171385,171386,171388,171391,171392,171393,171394,171397,171399,171401,171402,171405,171407,171409,171410,171411,171412,171413,171416,171418,171420,171423
32,259305,3455,60694,61022,72109,108741,259227,259228,259229,259231,259235,259237,259240,259243,259245,259247,259250,259251,259264,259267,259273,259281,259282,259284,259285,259286,259287,259289,259290,259291,259293,259300
32,132025,3408,31387,37674,95282,98189,106094,107228,107871,109133,115213,115746,117074,117488,117489,117682,118288,118360,118520,118739,119737,120566,120969,120970,121587,123903,124798,124799,125607,126106,128817,129325
33,236420,46213,46214,77787,88188,89834,89836,97527,118647,119499,129115,236073,236084,236114,236149,236151,236156,236182,236190,236202,236209,236225,236228,236271,236281,236282,236310,236312,236332,236378,236388,236400,236416
33,260079,34846,79493,103153,103335,259592,259604,259628,259629,259633,259639,259685,259703,259706,259742,259774,259780,259792,259797,259839,259864,259866,259918,259940,259971,259976,259977,259979,259998,260010,260021,260050,260051
33,134512,17754,33966,37812,72851,82858,92675,95649,99029,103692,106917,110034,111096,111806,112797,113019,113796,114675,116331,116517,117199,121750,128180,129028,129667,129798,130112,130246,130660,131177,133039,133726,134443
33,88586,2761,5854,47265,64554,70821,71287,77642,78167,78315,82279,83240,83627,84060,84424,84602,84610,84839,85034,85266,85451,85967,86013,86103,86456,86741,86782,87366,87577,87644,87954,88423,88485
34,228455,116713,228068,228086,228092,228094,228097,228131,228155,228163,228165,228168,228170,228173,228208,228216,228218,228223,228228,228231,228232,228237,228243,228246,228249,228275,228297,228326,228330,228361,228398,228400,228422,228440
34,228811,87543,228485,228498,228507,228508,228512,228525,228526,228528,228539,228545,228551,228566,228571,228577,228598,228600,228612,228616,228621,228646,228655,228665,228675,228709,228719,228736,228761,228762,228775,228776,228794,228807
34,133037,37230,107660,110600,110930,112218,112777,113660,115238,115419,116140,116746,117348,118762,119040,120732,120733,121120,121494,122086,122420,122785,123003,123178,123651,125701,126160,127266,127690,129588,130316,131014,132355,132812
34,133427,4960,15496,55727,56789,61749,70760,76045,97884,101271,102263,105686,107687,110400,112028,114673,114772,117721,118323,119641,120808,120934,122295,122430,123316,125621,126554,129666,130319,131070,132325,132661,132970,133208
35,154064,53113,81421,153738,153753,153759,153761,153762,153770,153805,153840,153841,153863,153866,153870,153882,153886,153891,153901,153923,153934,153944,153946,153957,153960,153961,153966,153978,153980,153982,153983,154029,154034,154056,154063
35,88874,46733,50128,53412,53413,54729,57581,60584,65309,73805,76163,76594,77510,80346,81766,83229,84530,84713,84723,84816,85112,85667,85911,85985,86446,86766,86964,86996,87202,87473,87490,87744,87930,88248,88660
35,88551,25321,25322,76368,80267,80977,81655,82571,82648,82845,83478,83596,83629,83741,83883,84254,84371,84409,85247,85473,85575,85777,86001,86007,86132,86524,86841,86890,87033,87084,87124,87240,88014,88493,88538
35,379385,15636,41720,61114,65422,75848,75849,85501,94563,106813,111840,378709,378746,378767,378795,378811,378833,378840,378842,378888,378903,378911,378956,378970,379028,379029,379066,379109,379120,379128,379139,379140,379141,379343,379373
36,163384,41371,58170,72802,72803,108375,110443,163195,163197,163200,163208,163220,163221,163224,163227,163238,163251,163253,163254,163259,163261,163266,163282,163285,163291,163303,163307,163308,163309,163316,163317,163326,163329,163340,163342,163379
36,391548,1505,64859,64860,73954,89922,97004,107838,113038,114784,116175,120074,126987,391291,391304,391309,391312,391315,391316,391321,391330,391344,391356,391386,391398,391405,391420,391438,391461,391491,391508,391513,391514,391519,391544,391547
37,164962,33553,50871,108452,164869,164876,164877,164880,164881,164882,164884,164885,164889,164891,164897,164900,164922,164923,164925,164927,164928,164929,164936,164938,164939,164940,164945,164947,164948,164949,164951,164952,164953,164954,164955,164958,164959
37,204613,12294,36160,36165,36168,36172,50475,90759,126610,127151,129895,132825,204372,204377,204380,204382,204399,204402,204436,204446,204455,204468,204483,204487,204505,204506,204523,204527,204528,204530,204557,204579,204580,204581,204592,204597,204611
37,81948,8595,8747,13045,25425,26187,30684,35193,43029,47405,47972,48484,49221,50461,55489,63358,64881,65464,65527,65540,67750,68202,68525,68581,68716,68808,70118,70415,70786,70803,71170,71198,71264,71459,71630,71648,75720
38,154493,65168,92713,127370,138495,142431,154380,154383,154384,154385,154386,154387,154389,154392,154394,154396,154404,154405,154406,154409,154412,154417,154422,154423,154426,154429,154432,154433,154434,154435,154438,154448,154450,154451,154452,154477,154480,154484
38,175747,59644,75782,75783,78020,79788,108586,131948,175529,175530,175531,175536,175540,175546,175547,175553,175560,175568,175569,175573,175574,175576,175580,175582,175586,175587,175594,175596,175597,175599,175600,175631,175632,175684,175692,175734,175739,175745
39,378330,55140,377925,377930,377965,377966,378004,378021,378043,378049,378071,378072,378078,378080,378104,378108,378117,378121,378123,378125,378126,378137,378164,378179,378180,378186,378188,378199,378206,378222,378223,378273,378274,378280,378283,378292,378300,378316,378326
40,329927,28997,69104,119212,130028,329563,329568,329583,329588,329636,329656,329657,329662,329737,329743,329753,329758,329763,329768,329797,329798,329800,329801,329802,329803,329811,329815,329816,329822,329825,329832,329836,329839,329840,329847,329849,329909,329911,329920,329924
40,260106,22460,34674,104519,104900,109689,110180,111599,259509,259520,259552,259553,259562,259567,259576,259586,259593,259599,259616,259626,259684,259710,259720,259740,259741,259748,259764,259765,259773,259801,259824,259837,259847,259869,259877,259901,259931,259962,259969,260061
40,102685,1680,23601,30303,30305,41218,41963,42291,42292,43492,44073,65461,65996,66134,70189,70982,78544,90490,95980,96369,98350,98367,98547,99027,99520,100001,100098,100101,100218,100832,100888,101323,101734,101801,101967,102130,102356,102422,102448,102523
41,369282,114578,122699,368703,368704,368705,368710,368721,368729,368753,368768,368790,368799,368811,368852,368858,368865,368908,368914,368932,368969,368973,369004,369005,369031,369035,369043,369087,369091,369103,369107,369111,369118,369166,369178,369184,369190,369205,369235,369252,369263
41,198979,86293,87716,88292,88293,119953,198620,198632,198680,198681,198692,198707,198708,198714,198715,198716,198717,198718,198721,198732,198734,198737,198742,198745,198752,198768,198771,198790,198802,198810,198842,198863,198869,198901,198904,198921,198940,198947,198950,198954,198977
41,136568,9985,11324,52386,63817,65335,69769,81048,89071,101800,102693,102754,102938,103194,106179,109235,110520,110846,114489,117960,118775,118836,121227,121561,123602,126556,126856,127054,127697,129026,129089,131176,132048,132248,132549,132673,133695,134210,134849,135271,135775
41,71333,3035,8748,20725,33161,37381,48503,52911,54940,62772,65110,66761,66826,67098,67286,68434,68576,68633,68670,68688,68746,68836,68857,69148,69252,69279,69297,69452,69646,69688,69717,69736,69926,70062,70112,70114,70253,70262,70274,70453,71030
41,384994,1350,54827,92539,97266,120702,124109,134205,384800,384814,384815,384819,384828,384831,384837,384852,384854,384855,384856,384857,384868,384869,384887,384888,384889,384891,384903,384918,384922,384928,384931,384944,384963,384965,384969,384970,384971,384974,384979,384990,384993
42,397080,51607,60687,60688,62663,62664,77421,86508,86509,87935,98981,104416,122255,137736,140380,141883,141884,396973,396974,396975,396978,396979,396980,396981,396985,397000,397003,397005,397024,397033,397034,397038,397039,397041,397044,397058,397062,397069,397071,397072,397076,397079
42,37154,7496,8703,12688,16347,17061,17987,20570,22753,23829,23830,23919,24685,26091,26969,28073,28768,29585,29688,30025,31981,33058,33272,34972,34991,35005,35900,36050,36176,36503,36691,36834,36847,36883,36891,36904,37014,37016,37063,37116,37137,37146
42,267249,1862,72604,74414,124582,266867,266868,266871,266878,266888,266900,266972,267006,267022,267027,267031,267038,267043,267070,267073,267074,267086,267110,267111,267123,267146,267147,267153,267159,267171,267183,267187,267191,267195,267203,267206,267214,267215,267219,267236,267241,267244
43,367485,69447,90471,99549,99572,367234,367241,367256,367268,367284,367285,367294,367296,367299,367309,367310,367311,367320,367323,367328,367331,367352,367353,367363,367366,367369,367377,367380,367381,367383,367387,367391,367394,367395,367396,367398,367412,367416,367417,367419,367440,367473,367476
43,147914,49949,49950,95912,127832,147809,147810,147811,147814,147815,147816,147820,147821,147829,147833,147835,147837,147840,147844,147847,147849,147851,147854,147856,147857,147860,147864,147865,147874,147883,147885,147887,147888,147889,147891,147892,147894,147895,147896,147897,147899,147903,147913
43,369262,9661,57070,103092,114159,135296,368712,368717,368719,368724,368767,368772,368814,368819,368820,368837,368866,368867,368876,368884,368901,368917,368933,368947,368952,368954,368968,368972,368974,368980,369044,369073,369117,369150,369182,369183,369196,369202,369203,369232,369236,369237,369261
43,319641,8669,48468,69247,99148,104811,105378,106584,110881,115464,120358,124636,319372,319390,319409,319416,319436,319446,319448,319451,319455,319456,319468,319474,319477,319490,319497,319498,319515,319516,319521,319524,319527,319528,319537,319566,319567,319576,319597,319598,319615,319629,319638
43,88771,6615,25152,25153,30697,31606,35720,35724,49443,49463,51908,60069,63883,77558,81690,82004,83588,83603,83988,84064,84257,84384,84684,84760,84935,85031,85400,85671,85717,85823,85971,86073,86448,86806,86811,86946,87245,87480,88130,88179,88350,88571,88752
44,386573,31257,106203,106941,386315,386318,386337,386338,386345,386348,386376,386378,386379,386380,386381,386390,386398,386401,386409,386416,386431,386434,386450,386451,386457,386459,386460,386461,386464,386470,386479,386481,386482,386484,386517,386519,386524,386526,386528,386539,386543,386545,386564,386565
45,397949,28575,29047,66690,99215,397781,397789,397791,397793,397796,397797,397799,397801,397810,397818,397824,397825,397827,397828,397829,397834,397839,397842,397848,397870,397876,397879,397881,397883,397898,397903,397904,397911,397917,397918,397919,397920,397922,397923,397924,397931,397933,397934,397935,397942
45,102600,9113,28926,48665,53645,53748,58032,60585,65978,65979,69179,81539,88634,90280,90364,92256,93128,93472,95121,95836,96218,96457,96590,96980,98253,98507,98631,98703,99545,99639,99705,99901,99963,100032,100653,100665,100677,100978,101173,101570,101935,102086,102191,102517,102579
46,399923,84390,110658,113600,114620,114901,116627,399591,399596,399597,399624,399626,399634,399635,399636,399642,399643,399644,399653,399674,399722,399731,399737,399739,399746,399770,399781,399825,399831,399832,399834,399839,399857,399858,399870,399871,399876,399877,399879,399881,399884,399885,399887,399890,399891,399917
46,329930,65562,329560,329567,329581,329582,329584,329585,329606,329608,329628,329632,329638,329639,329640,329648,329664,329685,329714,329715,329736,329738,329739,329740,329760,329761,329765,329766,329767,329786,329788,329791,329795,329806,329807,329810,329814,329831,329833,329841,329842,329850,329885,329886,329922,329928
46,381223,108,2519,5361,95413,142365,381110,381111,381114,381117,381118,381120,381122,381125,381126,381127,381133,381140,381143,381144,381150,381156,381157,381163,381171,381172,381177,381178,381180,381185,381186,381187,381188,381190,381193,381194,381197,381203,381204,381205,381209,381210,381212,381219,381221,381222
47,135709,27752,54535,54536,66012,82057,82058,98091,101252,107125,109744,112876,114075,114365,114564,116025,116830,117171,118225,118753,120374,120445,122072,122265,126389,127417,127418,127753,127914,128265,128530,128993,129020,129076,130107,130378,130615,132677,132743,132830,133612,133636,133724,134135,134268,134845,135623
49,77498,6011,13212,17540,22250,23115,27293,34516,37204,38270,42590,43505,44850,47871,49006,49395,50296,50838,51803,53442,56242,57043,58388,60311,62015,64512,64846,64926,65158,65262,66119,68031,68189,68852,68926,69679,69895,70036,71253,71444,71529,72708,72874,73792,74659,75059,75464,75678,77108
49,30672,3641,7305,7307,7935,12815,13431,13600,15900,15972,16400,16499,16709,16771,16931,17059,17060,17197,18250,18684,19280,19298,19643,19772,19931,20316,21535,21643,22441,22810,22858,23058,24364,24388,24433,25638,26098,28671,28834,29179,29524,29684,29737,29917,29995,30031,30131,30357,30644
50,181167,32544,54111,85091,97576,118586,180824,180842,180850,180852,180858,180861,180871,180872,180873,180874,180878,180882,180886,180890,180899,180933,180934,180935,180936,180940,180942,180950,180951,180953,180955,180958,180960,180993,180997,180999,181001,181008,181013,181067,181068,181075,181076,181101,181114,181118,181125,181130,181136,181151
50,136415,30306,41965,44642,45357,50323,50324,50325,51468,52605,54895,58977,66022,67448,69110,71416,91547,95098,96666,97014,105322,112658,115593,115710,116058,117859,119927,122025,122534,125855,126717,126718,128511,128541,129057,130618,131332,131570,131833,132060,132328,132659,133251,133261,133745,133922,134112,134202,135011,135212
50,369278,13080,39154,104161,126066,137848,368686,368688,368693,368701,368702,368726,368746,368747,368764,368810,368822,368833,368895,368925,368940,368941,368942,368971,368978,368994,368997,369011,369022,369023,369045,369047,369048,369053,369058,369085,369092,369096,369099,369100,369110,369136,369174,369188,369189,369223,369227,369269,369276,369277
